n_estimators,max_depth,learning_rate,random_state,craft__word_properties__granularity_mean,craft__word_properties__concreteness_mean,craft__word_properties__log_frq_mean,craft__word_properties__num_phonemes_mean,craft__word_properties__num_syll_mean,craft__word_properties__phon_neigh_mean,craft__mlu__mlu,craft__universal_dependencies__core_norm,craft__universal_dependencies__non-core_norm,craft__universal_dependencies__nominal_norm,craft__universal_dependencies__non-dependency_norm,craft__verbosity__mattr_all,craft__verbosity__ratio_noun_over_total,craft__verbosity__ratio_verb_over_total,craft__verbosity__ratio_adj_over_total,craft__verbosity__ratio_adv_over_total,craft__talking_intervals__nsyll,craft__talking_intervals__npauses,craft__talking_intervals__speechrate,craft__talking_intervals__syllable_duration_mean,craft__talking_intervals__pause_duration_mean
50.0,2.0,0.7,42.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
50.0,2.0,0.7,42.0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
50.0,2.0,0.7,42.0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
50.0,2.0,0.7,42.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50.0,2.0,0.7,42.0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1
50.0,2.0,0.7,42.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
50.0,2.0,0.7,42.0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
50.0,2.0,0.7,42.0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0
50.0,2.0,0.7,42.0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1
50.0,2.0,0.7,42.0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
50.0,2.0,0.7,42.0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
50.0,2.0,0.7,42.0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0
50.0,2.0,0.7,42.0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
50.0,2.0,0.7,42.0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1
50.0,2.0,0.7,42.0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
50.0,2.0,0.7,42.0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0
50.0,2.0,0.7,42.0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1
50.0,2.0,0.7,42.0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1
50.0,2.0,0.7,42.0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1
50.0,2.0,0.7,42.0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0
50.0,2.0,0.7,42.0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0
50.0,2.0,0.7,42.0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1
50.0,2.0,0.7,42.0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1
50.0,2.0,0.7,42.0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
50.0,2.0,0.7,42.0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1
50.0,2.0,0.7,42.0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
50.0,2.0,0.7,42.0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
400.0,2.0,0.3,42.0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1
400.0,2.0,0.3,42.0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
400.0,2.0,0.3,42.0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0
400.0,2.0,0.3,42.0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1
400.0,2.0,0.3,42.0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1
400.0,2.0,0.3,42.0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1
400.0,2.0,0.3,42.0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1
400.0,2.0,0.3,42.0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0
400.0,2.0,0.3,42.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
400.0,2.0,0.3,42.0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1
400.0,2.0,0.3,42.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
400.0,2.0,0.3,42.0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1
400.0,2.0,0.3,42.0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
400.0,2.0,0.3,42.0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
400.0,2.0,0.3,42.0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1
400.0,2.0,0.3,42.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1
400.0,2.0,0.3,42.0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1
400.0,2.0,0.3,42.0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
400.0,2.0,0.3,42.0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0
400.0,2.0,0.3,42.0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0
400.0,2.0,0.3,42.0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0
400.0,2.0,0.3,42.0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
400.0,2.0,0.3,42.0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
400.0,2.0,0.3,42.0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1
400.0,2.0,0.3,42.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
400.0,2.0,0.3,42.0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
400.0,2.0,0.3,42.0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
400.0,2.0,0.3,42.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
400.0,2.0,0.3,42.0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1
400.0,2.0,0.3,42.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
400.0,2.0,0.3,42.0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
400.0,2.0,0.3,42.0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0
400.0,2.0,0.3,42.0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1
400.0,2.0,0.3,42.0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
400.0,2.0,0.3,42.0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
400.0,2.0,0.3,42.0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0
400.0,2.0,0.3,42.0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
400.0,2.0,0.3,42.0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1
400.0,2.0,0.3,42.0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
400.0,2.0,0.3,42.0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0
400.0,2.0,0.3,42.0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1
400.0,2.0,0.3,42.0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1
400.0,2.0,0.3,42.0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1
400.0,2.0,0.3,42.0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0
400.0,2.0,0.3,42.0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0
400.0,2.0,0.3,42.0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1
400.0,2.0,0.3,42.0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1
400.0,2.0,0.3,42.0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
400.0,2.0,0.3,42.0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1
400.0,2.0,0.3,42.0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
400.0,2.0,0.3,42.0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
200.0,3.0,0.1,42.0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1
200.0,3.0,0.1,42.0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
200.0,3.0,0.1,42.0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0
200.0,3.0,0.1,42.0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1
200.0,3.0,0.1,42.0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1
200.0,3.0,0.1,42.0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1
200.0,3.0,0.1,42.0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1
200.0,3.0,0.1,42.0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0
200.0,3.0,0.1,42.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
200.0,3.0,0.1,42.0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1
200.0,3.0,0.1,42.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
200.0,3.0,0.1,42.0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1
200.0,3.0,0.1,42.0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
200.0,3.0,0.1,42.0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
200.0,3.0,0.1,42.0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1
200.0,3.0,0.1,42.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1
200.0,3.0,0.1,42.0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1
200.0,3.0,0.1,42.0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
200.0,3.0,0.1,42.0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0
200.0,3.0,0.1,42.0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0
200.0,3.0,0.1,42.0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0
200.0,3.0,0.1,42.0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
200.0,3.0,0.1,42.0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
200.0,3.0,0.1,42.0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1
200.0,3.0,0.1,42.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
200.0,3.0,0.1,42.0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
200.0,3.0,0.1,42.0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
200.0,3.0,0.1,42.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200.0,3.0,0.1,42.0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1
200.0,3.0,0.1,42.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
200.0,3.0,0.1,42.0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
200.0,3.0,0.1,42.0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0
200.0,3.0,0.1,42.0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1
200.0,3.0,0.1,42.0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
200.0,3.0,0.1,42.0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
200.0,3.0,0.1,42.0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0
200.0,3.0,0.1,42.0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
200.0,3.0,0.1,42.0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1
200.0,3.0,0.1,42.0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
200.0,3.0,0.1,42.0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0
200.0,3.0,0.1,42.0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1
200.0,3.0,0.1,42.0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1
200.0,3.0,0.1,42.0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1
200.0,3.0,0.1,42.0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0
200.0,3.0,0.1,42.0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0
200.0,3.0,0.1,42.0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1
200.0,3.0,0.1,42.0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1
200.0,3.0,0.1,42.0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
200.0,3.0,0.1,42.0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1
200.0,3.0,0.1,42.0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
200.0,3.0,0.1,42.0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
500.0,4.0,0.9,42.0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1
500.0,4.0,0.9,42.0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
500.0,4.0,0.9,42.0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0
500.0,4.0,0.9,42.0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1
500.0,4.0,0.9,42.0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1
500.0,4.0,0.9,42.0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1
500.0,4.0,0.9,42.0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1
500.0,4.0,0.9,42.0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0
500.0,4.0,0.9,42.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
500.0,4.0,0.9,42.0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1
500.0,4.0,0.9,42.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
500.0,4.0,0.9,42.0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1
500.0,4.0,0.9,42.0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
500.0,4.0,0.9,42.0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
500.0,4.0,0.9,42.0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1
500.0,4.0,0.9,42.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1
500.0,4.0,0.9,42.0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1
500.0,4.0,0.9,42.0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
500.0,4.0,0.9,42.0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0
500.0,4.0,0.9,42.0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0
500.0,4.0,0.9,42.0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0
500.0,4.0,0.9,42.0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
500.0,4.0,0.9,42.0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
500.0,4.0,0.9,42.0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1
500.0,4.0,0.9,42.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
500.0,4.0,0.9,42.0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
500.0,4.0,0.9,42.0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
500.0,4.0,0.9,42.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
500.0,4.0,0.9,42.0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1
500.0,4.0,0.9,42.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
500.0,4.0,0.9,42.0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
500.0,4.0,0.9,42.0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0
500.0,4.0,0.9,42.0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1
500.0,4.0,0.9,42.0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
500.0,4.0,0.9,42.0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
500.0,4.0,0.9,42.0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0
500.0,4.0,0.9,42.0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
500.0,4.0,0.9,42.0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1
500.0,4.0,0.9,42.0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
500.0,4.0,0.9,42.0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0
500.0,4.0,0.9,42.0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1
500.0,4.0,0.9,42.0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1
500.0,4.0,0.9,42.0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1
500.0,4.0,0.9,42.0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0
500.0,4.0,0.9,42.0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0
500.0,4.0,0.9,42.0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1
500.0,4.0,0.9,42.0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1
500.0,4.0,0.9,42.0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
500.0,4.0,0.9,42.0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1
500.0,4.0,0.9,42.0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
500.0,4.0,0.9,42.0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
30.0,2.0,0.7,42.0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1
30.0,2.0,0.7,42.0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
30.0,2.0,0.7,42.0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0
30.0,2.0,0.7,42.0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1
30.0,2.0,0.7,42.0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1
30.0,2.0,0.7,42.0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1
30.0,2.0,0.7,42.0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1
30.0,2.0,0.7,42.0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0
30.0,2.0,0.7,42.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
30.0,2.0,0.7,42.0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1
30.0,2.0,0.7,42.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
30.0,2.0,0.7,42.0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1
30.0,2.0,0.7,42.0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
30.0,2.0,0.7,42.0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
30.0,2.0,0.7,42.0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1
30.0,2.0,0.7,42.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1
30.0,2.0,0.7,42.0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1
30.0,2.0,0.7,42.0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0
30.0,2.0,0.7,42.0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0
30.0,2.0,0.7,42.0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0
30.0,2.0,0.7,42.0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0
30.0,2.0,0.7,42.0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
30.0,2.0,0.7,42.0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
30.0,2.0,0.7,42.0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1
30.0,2.0,0.7,42.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
30.0,2.0,0.7,42.0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
30.0,2.0,0.7,42.0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
30.0,2.0,0.7,42.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.0,2.0,0.7,42.0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1
30.0,2.0,0.7,42.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
30.0,2.0,0.7,42.0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
30.0,2.0,0.7,42.0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0
30.0,2.0,0.7,42.0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1
30.0,2.0,0.7,42.0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
30.0,2.0,0.7,42.0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
30.0,2.0,0.7,42.0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0
30.0,2.0,0.7,42.0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
30.0,2.0,0.7,42.0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1
30.0,2.0,0.7,42.0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
30.0,2.0,0.7,42.0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0
30.0,2.0,0.7,42.0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1
30.0,2.0,0.7,42.0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1
30.0,2.0,0.7,42.0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1
30.0,2.0,0.7,42.0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0
30.0,2.0,0.7,42.0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0
30.0,2.0,0.7,42.0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1
30.0,2.0,0.7,42.0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1
30.0,2.0,0.7,42.0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
30.0,2.0,0.7,42.0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1
30.0,2.0,0.7,42.0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
30.0,2.0,0.7,42.0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
200.0,1.0,0.3,42.0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1
200.0,1.0,0.3,42.0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
200.0,1.0,0.3,42.0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0
